b'PCD test\r\
b'temp:0.00 C\r\
b'HUMEDAD:0.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:33.01 C\r\
b'HUMEDAD:20.00%\r\
b'temp:30.98 C\r\
b'HUMEDAD:20.00%\r\
b'temp:30.98 C\r\
b'HUMEDAD:20.00%\r\
b'temp:30.98 C\r\
b'HUMEDAD:20.00%\r\
b'temp:30.98 C\r\
b'HUMEDAD:20.00%\r\
b'temp:30.98 C\r\
b'HUMEDAD:20.00%\r\
b'temp:25.96 C\r\
b'HUMEDAD:20.00%\r\
b'temp:13.78 C\r\
b'HUMEDAD:20.00%\r\
b'temp:1.38 C\r\
b'HUMEDAD:20.00%\r\
b'temp:1.38 C\r\
b'HUMEDAD:20.00%\r\
b'temp:1.38 C\r\
b'HUMEDAD:20.00%\r\
b'temp:1.38 C\r\
b'HUMEDAD:20.00%\r\
b'temp:1.38 C\r\
b'HUMEDAD:20.00%\r\
b'temp:1.38 C\r\
b'HUMEDAD:20.00%\r\
b'temp:1.38 C\r\
b'HUMEDAD:20.00%\r\
b'temp:1.38 C\r\
b'HUMEDAD:20.00%\r\
b'temp:1.38 C\r\
b'HUMEDAD:20.00%\r\
b'temp:1.38 C\r\
b'HUMEDAD:20.00%\r\
b'temp:1.38 C\r\
b'HUMEDAD:20.00%\r\
b'temp:-0.69 C\r\
b'HUMEDAD:20.00%\r\
b'temp:-0.69 C\r\
b'HUMEDAD:20.00%\r\
b'temp:-0.69 C\r\
b'HUMEDAD:20.00%\r\
b'temp:-0.69 C\r\
b'HUMEDAD:20.00%\r\
b'temp:-0.69 C\r\
b'HUMEDAD:20.00%\r\
b'temp:-0.69 C\r\
b'HUMEDAD:20.00%\r\
b'temp:-0.69 C\r\
b'HUMEDAD:20.00%\r\
b'temp:-0.69 C\r\
b'HUMEDAD:20.00%\r\
b'temp:97.76 C\r\
b'HUMEDAD:20.00%\r\
b'temp:97.76 C\r\
b'HUMEDAD:20.00%\r\
b'temp:97.76 C\r\
b'HUMEDAD:20.00%\r\
b'temp:97.76 C\r\
b'HUMEDAD:20.00%\r\
